Category,Message
ham,"Dear Customer, I will be out of the office next Tuesday for a doctor appointment. Sincerely, Noah"
ham,"Hi Alex, Please review the attached contract draft and let me know if you have any changes. Cheers, Daniel"
spam,WINNER!! As a valued customer you have been chosen to win a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,Warning: Your mailbox is 99% full. You will not be able to receive incoming emails. Click here to upgrade mailbox storage for free.
spam,ACTION REQUIRED: Your Apple ID has been locked for security reasons. Click here to verify your identity. Text WIN to 78900 to enter now. Standard rates apply.
ham,"Hey Sarah, Attached is the agenda for our upcoming quarterly business review. Sincerely, Daniel"
spam,ACTION REQUIRED: You have 1 pending Bitcoin payment of 0.35 BTC waiting in your crypto wallet. Text WIN to 78900 to enter now. Standard rates apply.
ham,"Hey Sarah, Your library books are due back in 3 days. Renew online if you need more time. Warmly, James"
ham,"Hi Robert, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Sincerely, Sophia"
spam,"Get pre-approved for an instant cash loan of up to $50,000 with 0% APR for the first 12 months! Apply online today at http://fast-instant-cash.net"
spam,Final Notice: Your vehicle warranty has expired. Call 1-800-555-0199 immediately to renew coverage before your policy is cancelled.
spam,Guaranteed Weight Loss! Drop 20 pounds in 2 weeks without diet or exercise. 100% natural miracle supplement. Order now for 70% off!
ham,"Hi Alex, I reviewed your code changes and left a couple of minor comments on GitHub. Cheers, Daniel"
spam,"Account Notification: You won a brand new iPhone 15 Pro! Confirm your shipping address to receive delivery. Reply with your full name, phone number, and mailing address to claim."
spam,URGENT ALERT: Your Apple ID has been locked for security reasons. Click here to verify your identity. Visit http://secure-portal-update.org to update your credentials immediately.
spam,You're a winner! Refinance your mortgage today and save hundreds every month. No closing costs! Click here immediately: http://promo-reward-portal.com
ham,"Hi Robert, Can you send me the latest version of the spreadsheet when you get a chance? Best regards, Olivia"
spam,"Congratulations! You have been selected to receive a $1,000 Walmart Gift Card! Click here to claim your prize now: http://claim-gift-now.com"
spam,"Ref: 4920492. You have won a guaranteed cash prize of $5,000 or a trip to Bahamas! Call 09050000301 to claim today."
ham,"Good morning David, Here is the updated project roadmap following our team discussion yesterday. Sincerely, Liam"
ham,"Dear Customer, The conference room for tomorrow's client presentation has been reserved. Best regards, James"
ham,The server maintenance has been successfully completed. All systems and database instances are fully operational.
ham,"Dear Dr. Miller, The conference room for tomorrow's client presentation has been reserved. Talk soon, Lucas"
ham,Reminder: The weekly engineering team standup will start in 15 minutes in Conference Room B and on Zoom.
ham,"Dear Customer, Please review the attached contract draft and let me know if you have any changes. Thanks, Liam"
spam,"Account Notification: Save 75% on health supplements, vitamins and male enhancement pills with free shipping. Hurry, offer expires in 6 hours! Act now."
ham,"Hey Sarah, Please submit your travel expense reports by the end of the month for reimbursement. Have a great day, Olivia"
ham,"Hi Robert, Here is the updated project roadmap following our team discussion yesterday. Cheers, Olivia"
spam,"Congratulations! You have been selected to receive a $1,000 Walmart Gift Card! Click here to claim your prize now: http://claim-gift-now.com"
ham,"Good afternoon Rachel, Attached is the agenda for our upcoming quarterly business review. Warmly, Olivia"
spam,"Special Offer: Buy Viagra, Cialis and generic medication online without prescription. Fast discreet worldwide shipping. 80% discount."
ham,"Hey Sarah, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Mia"
spam,HOT SINGLE WOMEN in your area are looking to chat tonight! Click to view verified private profiles: http://meet-singles-now.top
spam,"You're a winner! Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Call toll-free 1-800-555-9122 now to claim before midnight."
spam,HOT SINGLE WOMEN in your area are looking to chat tonight! Click to view verified private profiles: http://meet-singles-now.top
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18+ T&Cs apply.
ham,"Hi John, hope you are having a productive week. Just following up on the quarterly budget report we discussed on Monday."
ham,"Dear Dr. Miller, Here is the updated project roadmap following our team discussion yesterday. Have a great day, Mia"
spam,"EXCLUSIVE PROMOTION: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Download your prize confirmation certificate at http://rewards-winner.net"
ham,"Good morning David, The deployment to staging completed without any errors. Ready for QA testing. Best regards, Noah"
ham,"Hey Sarah, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Lucas"
ham,"Hi Robert, Attached is the agenda for our upcoming quarterly business review. Have a great day, Olivia"
spam,"Get pre-approved for an instant cash loan of up to $50,000 with 0% APR for the first 12 months! Apply online today at http://fast-instant-cash.net"
ham,"Hello Team, Attached is the agenda for our upcoming quarterly business review. Warmly, James"
ham,"Hi Robert, Can you send me the latest version of the spreadsheet when you get a chance? Warmly, Ava"
ham,"Hi everyone, The conference room for tomorrow's client presentation has been reserved. Best regards, Emma"
spam,"Dear Winner, You have inherited $8.5 Million USD from a deceased relative. Reply with your passport and bank info to start transfer process."
ham,"Good morning David, Here is the updated project roadmap following our team discussion yesterday. Warmly, Ava"
ham,"Hi Alex, I will be out of the office next Tuesday for a doctor appointment. Warmly, Olivia"
ham,"Hi Alex, Please submit your travel expense reports by the end of the month for reimbursement. Talk soon, Liam"
ham,"Good morning David, I reviewed your code changes and left a couple of minor comments on GitHub. Sincerely, Mia"
ham,"Good morning David, The conference room for tomorrow's client presentation has been reserved. Thanks, Ava"
spam,"ACTION REQUIRED: Refinance your mortgage today and save hundreds every month. No closing costs! Hurry, offer expires in 6 hours! Act now."
ham,"Hello Team, Here is the updated project roadmap following our team discussion yesterday. Sincerely, Daniel"
ham,"Dear Customer, Your library books are due back in 3 days. Renew online if you need more time. Cheers, James"
ham,"Hey buddy, Please review the attached contract draft and let me know if you have any changes. Cheers, Daniel"
ham,"Hi Alex, I reviewed your code changes and left a couple of minor comments on GitHub. Warmly, Noah"
spam,Instant Cash Award: You won a brand new iPhone 15 Pro! Confirm your shipping address to receive delivery. Call toll-free 1-800-555-9122 now to claim before midnight.
ham,"Hi everyone, the office will be closed this coming Friday for the national holiday. Have a wonderful long weekend!"
ham,Reminder: The weekly engineering team standup will start in 15 minutes in Conference Room B and on Zoom.
ham,Your order #48291 has shipped! You can track your package delivery progress directly through the official carrier website.
ham,"Hey Sarah, The conference room for tomorrow's client presentation has been reserved. Talk soon, Ava"
ham,"Hello Team, I will be out of the office next Tuesday for a doctor appointment. Talk soon, Noah"
spam,"CONGRATULATIONS! You have 1 pending Bitcoin payment of 0.35 BTC waiting in your crypto wallet. Reply with your full name, phone number, and mailing address to claim."
spam,"Urgent Alert: Suspicious transaction of $899.00 detected on your Amazon account. If this was not you, call fraud prevention immediately at 1-888-234-5678."
spam,"CONGRATULATIONS! You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Download your prize confirmation certificate at http://rewards-winner.net"
ham,Please find attached your monthly bank statement for the period ending March 31st. Thank you for banking with us.
ham,"Hey Sarah, The deployment to staging completed without any errors. Ready for QA testing. Warmly, Daniel"
ham,"Hey Sarah, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Lucas"
ham,The server maintenance has been successfully completed. All systems and database instances are fully operational.
ham,"Dear Customer, I will be out of the office next Tuesday for a doctor appointment. Have a great day, Lucas"
ham,"Hey buddy, I reviewed your code changes and left a couple of minor comments on GitHub. Warmly, Lucas"
ham,"Dear Dr. Miller, The conference room for tomorrow's client presentation has been reserved. Talk soon, Olivia"
ham,"Good afternoon Rachel, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Ava"
